video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
682,1259,314,555,123,23,762,758,413,224,102,207,61,86,36,52,41,"['evolution', 'friendship', 'health', 'medicine', 'obesity', 'science', 'society']",1324929
683,1018,304,682,428,14,32,60,362,138,120,121,10,5,20,24,15,"['TED Brain Trust', 'creativity', 'disease', 'innovation', 'insects', 'invention', 'poverty', 'technology']",851719
684,1195,98,195,168,46,138,33,20,17,16,86,8,13,5,6,6,"['economics', 'fish', 'mission blue', 'oceans', 'science']",316507
685,699,454,1224,633,856,263,1327,104,76,151,432,19,78,50,17,16,"['TEDx', 'children', 'education', 'math', 'student', 'teaching']",2465179
686,316,233,4025,251,161,218,247,45,71,147,115,245,135,36,14,23,"['children', 'comedy', 'humor', 'sex']",3362099
687,262,373,1673,346,455,124,264,303,253,178,59,182,13,8,13,12,"['humanity', 'mind', 'peace', 'psychology', 'war']",1028630
688,1202,585,1771,1712,2364,1576,653,968,260,69,27,170,20,119,29,35,"['cancer', 'food', 'medicine', 'science', 'technology']",4149065
689,345,650,438,975,242,780,204,30,455,138,88,18,109,47,115,29,"['culture', 'food', 'global issues', 'green']",2108816
690,909,68,73,125,12,16,17,81,37,51,11,28,20,5,3,63,"['animals', 'global issues', 'mission blue', 'oceans', 'science']",358820
691,588,212,324,23,155,350,60,176,183,10,36,143,87,46,25,39,"['alternative energy', 'energy', 'exploration', 'green', 'science', 'technology']",603657
692,1097,580,538,251,355,240,180,98,28,28,46,41,11,30,54,4,"['DNA', 'biology', 'business', 'genetics', 'life', 'science', 'technology']",1086357
693,1008,1234,3000,7631,2876,865,885,2199,1237,1248,1116,208,83,71,38,34,"['TED Brain Trust', 'children', 'creativity', 'education', 'invention']",7266316
694,936,304,518,269,381,128,25,53,194,95,55,48,42,16,37,2,"['TEDx', 'business', 'creativity', 'culture', 'design', 'fashion', 'law', 'media']",1033272
695,489,1502,346,67,453,115,186,523,11,18,34,37,77,17,7,5,"['TED Fellows', 'children', 'culture', 'film', 'politics', 'suicide', 'war']",1057238
696,1265,139,264,69,140,96,48,41,34,50,56,14,7,21,7,0,"['AIDS', 'HIV', 'Vaccines', 'disease', 'global issues', 'health', 'medicine']",541076
697,1384,85,57,206,37,15,13,70,50,4,9,19,4,9,4,1,"['cities', 'music', 'performance', 'poetry', 'storytelling']",518461
698,1125,88,133,50,172,36,61,48,41,40,30,9,31,66,47,5,"['Internet', 'TEDx', 'law', 'music', 'online video', 'technology', 'web']",389961
699,922,227,479,203,294,514,428,139,72,112,14,42,44,24,59,7,"['computers', 'design', 'film', 'interface design', 'invention', 'technology', 'visualizations']",1514014
700,973,342,667,760,939,431,744,313,175,29,9,27,23,57,16,7,"['fish', 'mission blue', 'oceans', 'photography', 'science']",1426130
701,790,477,369,283,88,81,150,455,161,34,240,135,89,39,14,37,"['Internet', 'activism', 'collaboration', 'computers', 'culture', 'government', 'law', 'meme', 'web']",1451649
702,989,228,833,509,436,240,69,30,294,34,42,121,16,34,14,15,"['curiosity', 'economics', 'global issues', 'innovation', 'physics', 'science', 'space']",1616851
703,868,142,300,16,188,208,72,95,28,337,24,114,31,21,7,9,"['TEDx', 'engineering', 'entertainment', 'music', 'physics']",1059130
704,1182,393,519,263,287,439,145,89,69,29,60,44,91,28,30,11,"['democracy', 'government', 'law', 'philosophy', 'politics', 'sports']",1160672
705,946,86,57,337,115,4,19,94,33,75,84,34,58,3,0,0,"['Africa', 'animals', 'biodiversity', 'global issues', 'green', 'science']",327406
706,757,491,420,540,489,280,74,350,26,25,23,29,16,9,30,365,"['creativity', 'design', 'economics', 'engineering', 'motivation', 'politics', 'simplicity']",1056987
707,1379,921,585,258,44,129,87,40,27,53,70,33,17,22,17,11,"['Anthropocene', 'TED Brain Trust', 'climate change', 'economics', 'energy', 'environment', 'green', 'law', 'nuclear weapons', 'wind energy']",1294171
708,960,149,168,80,373,153,20,146,362,44,18,107,23,29,12,33,"['architecture', 'future', 'history', 'music']",1231159
709,1141,837,475,140,818,116,522,127,27,429,139,84,98,38,60,31,"['God', 'faith', 'neuroscience', 'psychology', 'science', 'self']",2428958
710,345,223,49,115,92,165,136,485,73,34,111,54,16,20,15,28,"['art', 'business', 'creativity', 'culture', 'entertainment', 'law', 'online video', 'technology']",777079
711,1280,62,262,175,103,102,54,33,28,18,9,14,7,4,3,4,"['animals', 'mission blue', 'oceans', 'science', 'singer']",428470
712,1284,683,107,176,281,1184,529,308,129,171,97,55,207,77,73,27,"['TEDx', 'business', 'children', 'education', 'entrepreneur', 'money', 'teaching']",1579033
713,967,155,70,296,397,273,32,19,84,13,26,12,3,5,23,18,"['cancer', 'dance', 'music', 'performance', 'personal growth', 'storytelling']",587639
714,1059,363,2201,742,477,446,206,326,24,109,55,103,184,78,43,203,"['Buddhism', 'business', 'economics', 'happiness', 'money', 'psychology']",2785058
715,988,135,471,68,198,477,60,51,65,87,48,38,35,83,32,11,"['art', 'design', 'innovation', 'typography']",629753
716,1138,147,71,55,132,222,42,299,23,16,197,56,10,6,18,16,"['cities', 'education', 'global issues', 'innovation']",772299
717,541,287,456,551,445,366,309,69,224,65,48,10,46,10,12,2,"['children', 'medicine', 'neuroscience', 'science', 'technology']",957087
718,350,138,618,118,76,75,204,21,22,110,43,78,41,32,57,13,"['children', 'design', 'entertainment', 'entrepreneur', 'gaming', 'toy']",1014201
719,787,294,358,411,114,444,15,245,105,28,30,14,24,14,24,20,"['collaboration', 'community', 'culture', 'technology', 'wikipedia']",954924
720,1163,118,339,184,73,214,22,13,49,68,71,111,27,18,8,0,"['TEDx', 'cities', 'design', 'infrastructure', 'urban planning']",668454
721,942,69,230,141,36,11,29,71,23,28,3,5,10,8,10,5,"['fish', 'health', 'mission blue', 'oceans', 'science']",362741
722,417,179,469,668,346,691,44,402,154,174,24,20,24,24,7,10,"['art', 'astronomy', 'science', 'space', 'technology']",1678493
723,176,254,193,269,114,366,216,69,160,87,189,40,46,41,32,6,"['TED Fellows', 'architecture', 'design', 'environment', 'urban planning']",1332785
724,1029,127,69,241,107,482,319,225,66,220,2,88,45,16,84,7,['math'],1212079
725,675,296,236,322,225,61,62,39,45,89,121,16,70,48,14,73,"['TEDx', 'food', 'global issues', 'health', 'obesity', 'social change']",664485
726,307,150,189,130,114,306,87,78,92,116,12,24,45,20,125,2,"['crime', 'ecology', 'environment', 'green', 'nature', 'plants', 'prison', 'social change', 'trees']",426610
727,604,607,766,1167,866,74,679,187,134,339,156,88,30,22,111,18,"['culture', 'data', 'demo', 'global issues', 'poverty', 'prediction', 'presentation']",2934262
728,1195,368,394,335,252,177,78,336,69,35,58,12,68,44,3,10,"['TEDx', 'disaster relief', 'energy', 'environment', 'oceans', 'oil', 'pollution']",594725
729,986,459,259,981,762,1124,39,539,1331,274,133,121,21,68,20,44,"['business', 'collaboration', 'design', 'technology']",2156157
730,1185,141,371,204,367,301,50,60,16,21,6,71,20,44,14,20,"['communication', 'global issues', 'language', 'news', 'technology', 'web']",694714
731,1185,1217,2251,80,73,437,496,980,204,1293,336,192,77,194,32,28,"['culture', 'novel', 'politics', 'storytelling', 'women']",1763449
732,1173,926,575,179,1915,71,845,415,387,140,1089,57,75,81,29,26,"['Surveillance', 'communication', 'global issues', 'iraq', 'military', 'news', 'technology']",2278271
733,1102,804,274,180,605,151,191,62,205,39,29,136,56,34,138,178,"['Islam', 'art', 'culture', 'peace']",819361
734,1110,274,50,75,340,318,24,64,53,164,79,74,29,19,5,5,"['Planets', 'astrobiology', 'astronomy', 'biology', 'extraterrestrial life', 'life', 'technology', 'telescopes', 'universe']",1123482
735,636,581,1071,909,386,1334,542,92,49,68,78,40,17,17,25,40,"['brain', 'computers', 'design', 'entertainment', 'interface design', 'mind', 'technology']",2468906
736,411,113,57,7,148,125,28,38,161,50,33,24,6,24,5,1,"['biology', 'design', 'future', 'medicine', 'technology']",486269
737,1448,959,1437,1391,701,184,1112,523,232,364,279,130,116,70,74,29,"['business', 'choice', 'culture', 'decision-making', 'economics', 'psychology', 'social change', 'society']",3087856
738,1002,123,107,176,12,21,80,106,16,22,6,12,2,5,3,4,"['TEDx', 'business', 'chemistry', 'disaster relief', 'environment', 'fish', 'oceans', 'oil', 'science']",220099
739,1124,218,307,47,138,81,189,231,46,151,89,95,42,28,12,1011,"['TED Brain Trust', 'business', 'creativity', 'intelligence', 'self']",659664
740,1250,58,60,31,71,80,121,28,58,116,40,18,18,10,8,0,"['mission blue', 'oceans', 'poetry', 'science', 'technology']",332099
741,1185,613,855,821,268,325,173,93,404,415,90,144,46,44,36,26,"['brain', 'business', 'design', 'economics', 'money', 'monkeys', 'psychology', 'science']",1236817
742,585,173,42,11,41,413,146,536,170,128,71,20,70,61,11,2,"['activism', 'adventure', 'climate change', 'global issues', 'science', 'sports']",1029186
743,1169,169,251,223,61,201,17,7,52,72,77,10,17,3,4,1,"['business', 'environment', 'green', 'sustainability']",431548
744,1102,538,606,170,76,51,364,344,83,79,57,32,16,29,25,12,"['Slavery', 'economics', 'education', 'feminism', 'global development', 'poverty', 'trafficking', 'women']",1049847
745,453,649,100,95,777,502,88,694,241,98,140,59,22,43,14,46,"['God', 'LGBT', 'culture', 'government', 'law', 'love', 'religion', 'sex']",292395
746,655,207,156,198,109,73,166,37,33,73,62,59,6,15,22,15,"['AI', 'children', 'computers', 'design', 'gaming', 'psychology', 'technology']",734490
747,539,99,405,279,157,31,124,48,139,101,61,44,15,27,18,30,"['comedy', 'entertainment', 'humor']",799855
748,554,287,4013,451,229,353,148,200,185,28,262,201,42,36,13,202,"['Iran', 'Middle East', 'comedy', 'entertainment', 'humor', 'politics']",4646183
749,722,295,395,277,365,30,310,301,59,110,93,11,22,25,35,95,"['TEDx', 'business', 'entertainment', 'entrepreneur', 'gaming', 'money', 'psychology']",816019
750,1076,285,190,1225,754,713,13,1216,477,250,169,806,54,37,33,23,"['complexity', 'computers', 'data', 'design', 'visualizations']",2581998
751,585,236,189,76,235,87,4,38,61,56,24,24,4,18,28,0,"['climate change', 'news', 'science']",592082
752,639,404,267,579,516,132,926,64,637,282,75,342,80,21,23,39,"['brain', 'economics', 'evolution', 'mind', 'psychology', 'science']",544047
753,855,66,149,102,78,78,198,47,74,99,40,21,22,14,13,9,"['animals', 'art', 'comedy', 'entertainment', 'humor', 'oceans', 'science']",479113
754,1034,175,69,232,35,143,16,46,10,53,67,16,57,7,32,22,"['TEDx', 'disaster relief', 'energy', 'environment', 'green', 'oil', 'sustainability']",452632
755,458,137,297,183,354,234,158,141,33,139,223,29,18,26,49,16,"['business', 'marketing', 'math', 'physics']",1373377
756,1009,396,218,316,241,592,1485,388,81,74,35,70,143,28,27,11,"['big problems', 'culture', 'data', 'economics', 'global issues', 'happiness', 'statistics']",1597719
757,1090,568,106,406,23,36,277,45,246,42,107,33,58,15,17,25,"['Anthropocene', 'agriculture', 'cities', 'climate change', 'environment', 'global issues']",924806
758,1523,215,33,107,41,292,194,61,80,72,53,16,40,55,13,8,"['brain', 'culture', 'happiness', 'religion', 'society']",800001
759,195,582,249,488,1209,752,366,187,364,796,94,48,94,136,38,22,"['goal-setting', 'motivation', 'personal growth', 'psychology', 'self', 'storytelling', 'success']",4657799
760,848,175,722,578,279,185,51,126,36,85,14,32,22,53,6,382,"['biodiversity', 'biology', 'environment', 'life', 'nature', 'photography', 'trees']",1424250
761,1033,626,1069,239,1609,385,491,670,627,83,151,19,173,12,8,16,"['children', 'education', 'global development', 'global issues', 'technology', 'web']",2528934
762,1011,70,115,46,86,66,45,37,20,98,37,10,7,15,10,31,"['art', 'design', 'entertainment', 'visualizations']",427590
763,1238,90,163,81,210,31,18,5,95,23,103,40,12,17,7,17,"['global issues', 'innovation', 'iraq', 'politics', 'state-building']",343532
764,764,97,295,74,66,172,79,37,40,26,27,21,41,8,14,19,"['TEDx', 'education', 'entertainment', 'music', 'performance', 'performance art', 'theater']",497710
765,1214,237,1620,180,368,221,251,124,173,174,171,30,114,45,59,29,"['TED Brain Trust', 'advertising', 'business', 'design', 'marketing']",955329
766,1094,331,163,262,14,66,23,12,34,8,23,12,36,9,4,11,"['mission blue', 'oceans', 'science', 'technology']",547649
767,1133,484,431,381,1193,174,309,96,24,146,149,88,41,8,13,14,"['business', 'education', 'global issues', 'innovation', 'online video', 'science', 'technology', 'web']",1306536
768,241,241,607,329,133,907,395,156,117,25,30,21,29,11,24,11,"['evolution', 'humanity', 'personal growth', 'science', 'self']",2244295
769,1074,125,47,124,230,307,99,172,8,39,43,32,10,19,5,7,"['friendship', 'health', 'humanity', 'medicine', 'meme', 'science', 'society']",568761
770,341,60,57,190,148,32,12,50,132,20,11,7,20,7,1,9,"['culture', 'history', 'music', 'performance', 'singer', 'technology']",649740
771,534,209,605,367,128,44,77,8,69,59,37,20,86,13,7,14,"['books', 'business', 'consumerism', 'design', 'engineering', 'food', 'medicine', 'product design']",1157394
772,1065,359,298,1404,1014,473,230,970,97,381,80,115,35,52,16,19,"['collaboration', 'innovation', 'novel', 'science', 'technology']",3951683
773,1110,40,19,83,22,35,25,24,4,16,11,36,1,1,2,0,"['AIDS', 'Africa', 'community', 'health', 'health care', 'women']",235221
774,556,105,191,43,25,60,96,56,36,11,17,12,10,3,3,0,"['AIDS', 'Africa', 'activism', 'health', 'personal growth']",484254
775,255,159,54,343,203,132,183,207,62,148,6,177,32,18,10,47,"['TEDx', 'communication', 'culture', 'design', 'interface design', 'telecom']",875821
776,434,229,204,28,262,374,363,37,688,191,127,24,21,14,49,26,"['Senses', 'design', 'music', 'nature', 'psychology', 'science', 'sound']",1147609
777,1690,40,141,144,165,46,50,19,15,17,31,13,3,6,6,1,"['biology', 'birds', 'evolution', 'life']",112321
778,310,141,175,108,281,9,225,29,38,37,43,45,65,15,2,1,"['decision-making', 'design', 'health', 'medicine', 'psychology', 'statistics', 'technology']",865560
779,1165,411,272,249,995,120,582,201,494,80,122,105,69,93,50,8,"['brain', 'mind', 'science', 'technology']",942928
780,641,68,146,243,58,74,18,7,4,2,78,20,45,8,24,4,"['PTSD', 'brain', 'depression', 'global issues', 'mental health', 'peace', 'poverty', 'psychology', 'violence', 'war']",343349
781,830,233,544,262,289,426,293,132,147,56,31,25,12,7,10,6,"['TEDx', 'culture', 'global issues', 'health', 'population', 'science']",1059098
782,545,266,413,505,862,411,297,199,9,44,33,29,9,11,9,5,"['Anthropocene', 'environment', 'green', 'manufacturing', 'nature', 'plastic', 'product design', 'technology']",1097901
783,1223,364,32,631,191,440,186,385,135,79,81,42,77,49,72,10,"['economics', 'global development', 'green', 'poverty', 'sustainability']",899942
784,1206,35,70,129,94,22,13,26,18,37,46,17,4,5,0,0,"['mission blue', 'oceans', 'science', 'technology']",334820
785,934,342,554,535,471,167,330,116,135,17,7,75,42,32,4,8,"['Africa', 'TEDx', 'data', 'global development', 'health', 'inequality', 'statistics']",738895
786,197,505,133,1560,2153,985,85,329,235,190,219,194,49,62,84,30,"['cancer', 'medicine', 'personal growth', 'storytelling']",3450119
787,830,954,190,300,502,641,16,26,155,41,133,160,132,98,10,9,"['biology', 'botany', 'collaboration', 'plants', 'science']",1075196
788,988,322,504,379,164,383,69,45,20,59,75,46,86,48,53,13,"['TEDx', 'business', 'global development', 'global issues', 'philanthropy', 'sanitation']",1189754
789,510,77,229,80,123,25,13,58,26,39,6,4,13,6,1,0,"['TED Fellows', 'architecture', 'business', 'disaster relief', 'global issues', 'natural disaster', 'technology']",317127
790,1190,69,25,27,22,26,185,154,97,27,117,102,34,17,26,6,"['art', 'collaboration', 'design', 'engineering', 'environment', 'performance art', 'technology']",414028
791,1080,148,426,607,496,74,189,245,45,49,23,19,18,39,72,39,"['Internet', 'comedy', 'gaming', 'humanity', 'humor', 'music', 'play', 'technology', 'web']",1876053
792,775,225,1254,163,944,491,137,7,8,88,47,9,26,18,11,16,"['LGBT', 'TEDYouth', 'humanity', 'social change', 'society', 'violence']",278672
793,1113,718,1535,374,206,420,537,146,125,14,44,157,63,37,38,7,"['business', 'entrepreneur', 'global issues', 'poverty', 'social change', 'women in business']",1359611
794,914,266,107,502,317,113,171,26,101,5,85,56,68,12,14,141,"['biology', 'food', 'science', 'technology']",1342475
795,318,259,40,98,316,38,248,187,77,47,11,16,15,9,10,51,"['Anthropocene', 'consumerism', 'global issues', 'green', 'mission blue', 'oceans', 'plastic']",688861
796,752,135,30,126,418,256,159,88,67,57,34,100,21,148,30,7,"['art', 'media', 'news', 'war']",759736
797,195,63,225,23,29,8,100,39,28,43,48,17,24,2,10,6,"['future', 'garden', 'music', 'performance', 'society']",621361
798,1180,190,484,141,160,127,138,27,38,82,24,38,6,56,17,6,"['business', 'design', 'economics', 'industrial design', 'technology']",622593
799,1095,264,465,184,261,129,136,119,16,56,29,24,60,19,13,2,"['china', 'culture', 'economics', 'global issues', 'government', 'peace', 'politics', 'war']",954049
800,566,91,92,181,165,154,19,63,25,40,10,26,16,22,23,8,"['environment', 'fish', 'food', 'oceans', 'sustainability']",556032
801,923,83,87,104,123,29,145,162,26,17,7,29,8,9,14,3,"['TEDx', 'agriculture', 'green', 'insects', 'nature', 'technology']",368770
802,671,144,344,214,679,205,250,72,14,22,48,26,8,14,14,6,"['animation', 'art', 'design', 'performance', 'technology']",829399
803,988,343,437,160,122,195,363,283,26,13,136,123,58,49,28,7,"['culture', 'education', 'entertainment', 'gaming', 'technology']",1021573
