card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
CFM_324t,SHAMAN,MINION,The Storm Guardian,5,10,10,LEGENDARY,,,,GANGS,<b>Taunt</b>,,,
EX1_396,NEUTRAL,MINION,Mogu'shan Warden,4,1,7,COMMON,,TRUE,,EXPERT1,<b>Taunt</b>,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,,
NEW1_037,NEUTRAL,MINION,Master Swordsmith,2,1,3,RARE,,TRUE,,EXPERT1,"At the end of your turn, give another random friendly minion +1 Attack.","He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",,
CFM_315t,HUNTER,MINION,Tabbycat,1,1,1,,,,BEAST,GANGS,,,,
KARA_00_05e,NEUTRAL,ENCHANTMENT,Insightful,,,,,,,,KARA,Your spells cost (0).,,,
NEW1_005,ROGUE,MINION,Kidnapper,6,5,3,EPIC,,TRUE,,EXPERT1,<b>Combo:</b> Return a minion to its owner's hand.,He just wants people to see his vacation photos.,Return a minion to hand.,
BRMA04_1H,NEUTRAL,HERO,Garr,,,45,,,,,BRM,,,,
CFM_661,PRIEST,SPELL,Pint-Size Potion,1,,,RARE,,TRUE,,GANGS,"[x]Give all enemy minions
-3 Attack this turn only.",I hope you didn't disenchant your Shadow Word: Horror!,,
TB_RandCardCost,NEUTRAL,ENCHANTMENT,TBRandomCardCost,,,,,,,,TB,,,,
CFM_755e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+1/+1 from Grimestreet Pawnbroker.,,,
BRMA02_2t,NEUTRAL,MINION,Dark Iron Spectator,1,1,1,,,,,BRM,<b>Taunt</b>,,,
GVG_022a,NEUTRAL,ENCHANTMENT,Tinker's Sharpsword Oil,,,,,,,,GVG,+3 Attack.,,,
XXX_065,NEUTRAL,SPELL,Remove All Immune,0,,,COMMON,,,,CHEAT,Remove <b>Immune</b> from ALL characters.,,,
BRMA07_2_2c_TB,NEUTRAL,SPELL,ME SMASH,0,,,,,,,TB,Destroy a random enemy minion.,,,
OG_080ee,NEUTRAL,ENCHANTMENT,Briarthorn,,,,,,,,OG,+3 Attack.,,,
CS2_182,NEUTRAL,MINION,Chillwind Yeti,4,4,5,COMMON,,TRUE,,CORE,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",,
NAX11_02,NEUTRAL,HERO_POWER,Poison Cloud,2,,,,,,,NAXX,"<b>Hero Power</b>
Deal 1 damage to all minions. If any die, summon a slime.",,,
CRED_24,NEUTRAL,MINION,Dean Ayala,7,7,5,LEGENDARY,,,,CREDITS,You can't lose stars while this is in your deck.,,,
EX1_522,ROGUE,MINION,Patient Assassin,2,1,1,EPIC,,TRUE,,EXPERT1,<b>Stealth</b>. Destroy any minion damaged by this minion.,He’s not really that patient. It just takes a while for someone to walk by that he can actually reach.,,
OG_121,WARLOCK,MINION,Cho'gall,7,7,7,LEGENDARY,,TRUE,,OG,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",,
BRMA08_2,NEUTRAL,HERO_POWER,Intense Gaze,0,,,,,,,BRM,"<b>Passive Hero Power</b>
All cards cost (1). Players are capped at 1 Mana Crystal.",,,
AT_122,NEUTRAL,MINION,Gormok the Impaler,4,4,4,LEGENDARY,,TRUE,,TGT,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",Gormok has been giving impaling lessons in a small tent near the tournament grounds.  For only 25g you too could learn the fine art of impaling!,Deal 4 damage.,
TB_PickYourFate_5_Ench,NEUTRAL,ENCHANTMENT,Pick Your Fate 5 Ench,,,,,,,,TB,,,,
LOEA04_30a,NEUTRAL,SPELL,Take the Shortcut,0,,,,,,,LOE,Get 1 turn closer to the Exit! Encounter a 7/7 War Golem.,,,
LOEA15_2H,NEUTRAL,HERO_POWER,Unstable Portal,0,,,,,,,LOE,"<b>Hero Power</b>
Add a random minion to your hand. It costs (3) less.",,,
OG_161,NEUTRAL,MINION,Corrupted Seer,6,2,3,RARE,,TRUE,MURLOC,OG,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,"For seers, it's very handy to have your crystal ball hanging right in front of your face.",,
KARA_05_02heroic,NEUTRAL,WEAPON,Big Bad Claws,2,4,,,2,,,KARA,,,,
CFM_060,NEUTRAL,MINION,Red Mana Wyrm,5,2,6,COMMON,,TRUE,,GANGS,"Whenever  you cast a spell, gain +2 Attack.","It has double the Attack.  ""Go on.""  And double the Health.  ""Yes??""  And its trigger has twice the effect.  ""WHAT???""  And it costs? Five times more.",,
GVG_013,NEUTRAL,MINION,Cogmaster,1,1,2,COMMON,,TRUE,,GVG,Has +2 Attack while you have a Mech.,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",,
EX1_301,WARLOCK,MINION,Felguard,3,3,5,RARE,,TRUE,DEMON,EXPERT1,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.","Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",,
TB_PickYourFateRandom,NEUTRAL,ENCHANTMENT,Pick Your Fate Random,,,,,,,,TB,,,,
CRED_03,NEUTRAL,MINION,Bob Fitch,3,2,4,LEGENDARY,,,,CREDITS,<b>Super Taunt</b> <i>(EVERY character must attack this minion.)</i>,,,
XXX_055e,NEUTRAL,ENCHANTMENT,1000 Stats Enchant,,,,,,,,CHEAT,,,,
AT_011e,NEUTRAL,ENCHANTMENT,Light's Blessing,,,,,,,,TGT,Increased Attack.,,,
GAME_005e,NEUTRAL,ENCHANTMENT,The Coin,,,,,,,,CORE,,,,
CFM_712_t29,NEUTRAL,MINION,Jade Golem,10,29,29,,,,,GANGS,,,,
AT_098,NEUTRAL,MINION,Sideshow Spelleater,6,6,5,EPIC,,TRUE,,TGT,<b>Battlecry:</b> Copy your opponent's Hero Power.,Hey!  Let me try that...,,
BRMA12_3H,NEUTRAL,SPELL,Brood Affliction: Red,3,,,,,,,BRM,"While this is in your hand, take 3 damage at the start of your turn.",,,
AT_013e,NEUTRAL,ENCHANTMENT,Power Word: Glory,,,,,,,,TGT,"When this attacks, restore 4 Health to the hero of the player who buffed it.",,,
EX1_614,NEUTRAL,MINION,Illidan Stormrage,6,7,5,LEGENDARY,,TRUE,DEMON,EXPERT1,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.","Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",,
XXX_030,NEUTRAL,SPELL,Opponent Disconnect,0,,,COMMON,,,,CHEAT,Force your opponnet to disconnect.,,,
AT_072,WARRIOR,MINION,Varian Wrynn,10,7,7,LEGENDARY,,TRUE,,TGT,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.","Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.",,
BRMA_01,NEUTRAL,SPELL,Flameheart,3,,,,,,,BRM,"Draw 2 cards.
Gain 4 Armor.",,,
AT_084e,NEUTRAL,ENCHANTMENT,Equipped,,,,,,,,TGT,+2 Attack.,,,
BRMA01_1H,NEUTRAL,HERO,Coren Direbrew,,,30,,,,,BRM,,,,
LOE_019t2,NEUTRAL,MINION,Golden Monkey,4,6,6,,,,,LOE,"<b>Taunt</b>
<b>Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.",,,
NAX13_05H,NEUTRAL,MINION,Stalagg,5,7,4,LEGENDARY,,,,NAXX,,,,
GVG_039,SHAMAN,MINION,Vitality Totem,2,0,3,RARE,,TRUE,TOTEM,GVG,"At the end of your turn, restore 4 Health to your hero.",You can usually find these at the totemist's market on Saturdays.,,
OG_174e,NEUTRAL,ENCHANTMENT,Faceless,,,,,,,,OG,Copying stats.,,,
KARA_00_11,MAGE,SPELL,Evocation,0,,,,,,,KARA,Gain 5 Mana Crystals this turn only.,,,
CS1h_001_H1,PRIEST,HERO_POWER,Lesser Heal,2,,,EPIC,,,,HERO_SKINS,"<b>Hero Power</b>
Restore #2 Health.",,,
LOEA16_9,NEUTRAL,SPELL,Lothar's Left Greave,0,,,,,,,LOE,Deal $3 damage to all enemies.,,,
CRED_18,NEUTRAL,MINION,Becca Abel,2,2,2,LEGENDARY,,,,CREDITS,"Whenever you draw a card, make it Golden.",,,
AT_132_DRUIDe,DRUID,ENCHANTMENT,Dire Claws,,,,,,,,TGT,+2 Attack this turn.,,,
XXX_054,NEUTRAL,SPELL,Weapon Buff,0,,,,,,,CHEAT,Give your Weapon +100/+100,,,
EX1_414e,WARRIOR,ENCHANTMENT,Enraged,,,,,,,,EXPERT1,+6 Attack,,,
KAR_A10_07,NEUTRAL,MINION,Black Knight,4,4,3,,,,,KARA,"<b>Charge</b>.
Can't Attack Heroes.",,,
LOEA16_20e,NEUTRAL,ENCHANTMENT,Blessed,,,,,,,,LOE,<b>Immune</b> this turn.,,,
KARA_00_03H,MAGE,HERO,Medivh,,,30,,,,,KARA,,,,
BRMA10_3e,NEUTRAL,ENCHANTMENT,Incubation,,,,,,,,BRM,Increased Health.,,,
BRMA12_7H,NEUTRAL,SPELL,Brood Affliction: Bronze,3,,,,,,,BRM,"While this is in your hand, Chromaggus' minions cost (3) less.",,,
BRM_027,NEUTRAL,MINION,Majordomo Executus,9,9,7,LEGENDARY,,TRUE,,BRM,"<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.","You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",,
FP1_006,NEUTRAL,MINION,Deathcharger,1,2,3,,,,,NAXX,<b>Charge. Deathrattle:</b> Deal 3 damage to your hero.,,,
TB_KTRAF_11,NEUTRAL,MINION,Sapphiron,5,5,6,LEGENDARY,,,DRAGON,TB,"At the start of your turn, <b>Freeze</b> a random enemy minion.",,,
KAR_a10_Boss2H_TB,NEUTRAL,HERO,Black King,,,10,,,,,TB,,,,
BRM_006t,WARLOCK,MINION,Imp,1,1,1,,,,DEMON,BRM,,,,
EX1_414,WARRIOR,MINION,Grommash Hellscream,8,4,9,LEGENDARY,,TRUE,,EXPERT1,"<b>Charge</b>
<b>Enrage:</b> +6 Attack","Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",,
PART_007e,NEUTRAL,ENCHANTMENT,Whirling Blades,,,,,,,,GVG,+1 Attack.,,,
LOEA04_28,NEUTRAL,SPELL,A Glowing Pool,0,,,,,,,LOE,<b>Drink?</b>,,,
CFM_634,ROGUE,MINION,Lotus Assassin,5,5,5,EPIC,,TRUE,,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.","For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",,
LOE_021,HUNTER,SPELL,Dart Trap,2,,,COMMON,,TRUE,,LOE,"<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy.",Five years of tap-dancing lessons are FINALLY going to pay off!,,
BRMA04_3H,NEUTRAL,MINION,Firesworn,0,0,5,,,,,BRM,<b>Deathrattle:</b> Deal 3 damage to the enemy hero for each Firesworn that died this turn.,,,
LOEA09_2H,NEUTRAL,HERO_POWER,Enraged!,2,,,,,,,LOE,Give your hero +5 attack this turn.,,,
KARA_05_02,NEUTRAL,WEAPON,Big Bad Claws,3,4,,,2,,,KARA,,,,
NEW1_036e,WARRIOR,ENCHANTMENT,Commanding Shout,,,,,,,,EXPERT1,Can't be reduced below 1 Health this turn.,,,
NEW1_012o,MAGE,ENCHANTMENT,Mana Gorged,,,,,,,,EXPERT1,Increased attack.,,,
LOEA04_25,NEUTRAL,MINION,Seething Statue,8,0,9,,,,,LOE,"At the end of your turn, deal 2 damage to all enemies.",,,
TB_KaraPortal_001,NEUTRAL,SPELL,Party Portal!,3,,,FREE,,,,TB,Summon a random Partygoer.,,,
LOEA07_02h,NEUTRAL,HERO,Mine Shaft,,,80,,,,,LOE,,,,
TB_PickYourFate_10,NEUTRAL,SPELL,Battlecry Bonus,0,,,,,,,TB,Your <b>Battlecry</b> minions have +1/+1.,,,
KARA_08_08e2,NEUTRAL,ENCHANTMENT,Red Beam,,,,,,,,KARA,Has <b>Windfury</b>.,,,
CS2_034_H2_AT_132,MAGE,HERO_POWER,Fireblast Rank 2,2,,,,,,,HERO_SKINS,"<b>Hero Power</b>
Deal $2 damage.",,,
EX1_044,NEUTRAL,MINION,Questing Adventurer,3,2,2,RARE,,TRUE,,EXPERT1,"Whenever you play a card, gain +1/+1.","""Does anyone have some extra Boar Pelts?""",,
GVG_019e,WARLOCK,ENCHANTMENT,Demonheart,,,,,,,,GVG,1,,,
CS2_034_H2,MAGE,HERO_POWER,Fireblast,2,,,FREE,,,,HERO_SKINS,"<b>Hero Power</b>
Deal $1 damage.",,Deal 1 damage.,
KARA_06_03hpheroic,NEUTRAL,HERO_POWER,True Love,0,,,COMMON,,,,KARA,"<b>Hero Power</b>
If you don't have Romulo, summon him.",,,
TB_Superfriends001,NEUTRAL,SPELL,Offensive Play,0,,,,,,,TB,The next Legendary minion you play and all your other copies cost (3) less.,,,
LOEA04_28a,NEUTRAL,SPELL,Drink Deeply,0,,,,,,,LOE,Draw a card.,,,
OG_339,NEUTRAL,MINION,Skeram Cultist,6,7,6,RARE,,TRUE,,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,"Just before he comes into play, there is an AWESOME training montage with C'Thun.",,
OG_116,WARLOCK,SPELL,Spreading Madness,3,,,RARE,,TRUE,,OG,Deal $9 damage randomly split among ALL characters.,Most citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.,,
CFM_851,NEUTRAL,MINION,Daring Reporter,4,3,3,COMMON,,TRUE,,GANGS,"Whenever your opponent draws a card, gain +1/+1.",She's working on a story!  While skydiving!,,
HERO_08b,MAGE,HERO,Khadgar,,,30,EPIC,,TRUE,,HERO_SKINS,,,,
LOEA06_03,NEUTRAL,SPELL,Animate Earthen,2,,,,,,,LOE,Give your minions +1/+1 and <b>Taunt</b>.,,,
CFM_902,NEUTRAL,MINION,Aya Blackpaw,6,5,3,LEGENDARY,,TRUE,,GANGS,<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.,"Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.",,
GVG_014a,PRIEST,ENCHANTMENT,Shadowed,,,,,,,,GVG,Health was swapped.,,,
AT_064,WARRIOR,SPELL,Bash,3,,,COMMON,,TRUE,,TGT,"Deal $3 damage.
Gain 3 Armor.",You might think bashing doesn't take a lot of practice.  It doesn't.,,
TU4a_002,NEUTRAL,MINION,Riverpaw Gnoll,1,2,1,COMMON,,,,MISSIONS,,,,
GVG_085,NEUTRAL,MINION,Annoy-o-Tron,2,1,2,COMMON,,TRUE,MECHANICAL,GVG,"<b>Taunt</b>
<b>Divine Shield</b>","The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether.",,
KAR_026t,WARRIOR,MINION,Pawn,1,1,1,,,,,KARA,<b>Taunt</b>,,,
CFM_712_t05,NEUTRAL,MINION,Jade Golem,5,5,5,,,,,GANGS,,,,
CFM_808,NEUTRAL,MINION,"Genzo, the Shark",4,5,4,LEGENDARY,,TRUE,,GANGS,"Whenever this attacks, both players draw until they have 3 cards.","Infamous in the seedy underground card rooms of Gadgetzan, he got his nickname winning the coveted Shark Plushie in the city's first Hearthstone tournament.",,
CS2_150,NEUTRAL,MINION,Stormpike Commando,5,4,2,COMMON,,TRUE,,CORE,<b>Battlecry:</b> Deal 2 damage.,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,Deal 2 damage.,
CS2_049,SHAMAN,HERO_POWER,Totemic Call,2,,,FREE,,,,CORE,"<b>Hero Power</b>
Summon a random Totem.",,,
AT_074,PALADIN,SPELL,Seal of Champions,3,,,COMMON,,TRUE,,TGT,"Give a minion
+3 Attack and <b>Divine Shield</b>.","""Arf! Arf! Arf!"" - Seal of Champions",,
CS2_045,SHAMAN,SPELL,Rockbiter Weapon,2,,,FREE,,TRUE,,CORE,Give a friendly character +3 Attack this turn.,This would be real handy if your enemy is made of rock.,,
EX1_131t,ROGUE,MINION,Defias Bandit,1,2,1,,,,,EXPERT1,,,,
KAR_a10_Boss1H,NEUTRAL,HERO,White King,,,20,,,,,KARA,,,,
NEW1_019,NEUTRAL,MINION,Knife Juggler,2,2,2,RARE,,TRUE,,EXPERT1,"[x]After you summon a
minion, deal 1 damage
to a random enemy.",Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,,
GAME_005,NEUTRAL,SPELL,The Coin,0,,,,,,,CORE,Gain 1 Mana Crystal this turn only.,,,
GVG_079,NEUTRAL,MINION,Force-Tank MAX,8,7,7,COMMON,,TRUE,MECHANICAL,GVG,<b>Divine Shield</b>,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",,
CFM_621t38,NEUTRAL,SPELL,Ichor of Undeath,5,,,,,,,GANGS,Summon 2 friendly minions that died this game.,,,
TU4c_002,NEUTRAL,SPELL,Barrel Toss,1,,,COMMON,,,,MISSIONS,Deal 2 damage.,,,
EX1_012,NEUTRAL,MINION,Bloodmage Thalnos,2,1,1,LEGENDARY,,TRUE,,EXPERT1,<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.,He's in charge of the Annual Scarlet Monastery Blood Drive!,,
TB_009,NEUTRAL,ENCHANTMENT,Create 15 Secrets,,,,,,,,TB,,,,
HERO_02,SHAMAN,HERO,Thrall,,,30,FREE,,TRUE,,CORE,,,,
OG_271e,NEUTRAL,ENCHANTMENT,Terrifying Visage,,,,,,,,OG,Attack increased.,,,
TB_RMC_001,NEUTRAL,ENCHANTMENT,TB_EnchRandomManaCost,,,,,,,,TB,,,,
OG_195,DRUID,SPELL,Wisps of the Old Gods,7,,,EPIC,,TRUE,,OG,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",,
EX1_323h,WARLOCK,HERO,Lord Jaraxxus,,,15,LEGENDARY,,,DEMON,EXPERT1,,,,
DS1_185,HUNTER,SPELL,Arcane Shot,1,,,FREE,,TRUE,,CORE,Deal $2 damage.,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",,
BRMA06_2H_TB,NEUTRAL,HERO_POWER,The Majordomo,2,,,,,,,TB,"<b>Hero Power</b>
Summon a 3/3 Flamewaker Acolyte.",,,
OG_309,HUNTER,MINION,Princess Huhuran,5,6,5,LEGENDARY,,TRUE,BEAST,OG,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",,
KAR_A10_01,NEUTRAL,MINION,Black Pawn,1,1,6,,,,,KARA,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,,,
KAR_004a,HUNTER,MINION,Cat in a Hat,3,4,2,,,,BEAST,KARA,<b>Stealth</b>,,,
TB_BlingBrawl_Hero1,ROGUE,HERO,Valeera Sanguinar,,,30,FREE,,,,TB,,,,
TB_CoOpBossSpell_3,NEUTRAL,SPELL,Release Coolant,0,,,,,,,TB,"Freeze and deal Attack damage to all minions.
Gain 2 Attack.",,,
GVG_027e,ROGUE,ENCHANTMENT,Ironed Out,,,,,,,,GVG,Increased stats.,,,
XXX_004,NEUTRAL,SPELL,Restore 5,0,,,COMMON,,,,CHEAT,Restore #5 Health to a character.,,,
NAX3_02_TB,NEUTRAL,HERO_POWER,Web Wrap,2,,,,,,,TB,"<b>Hero Power</b>
Return a random enemy minion to your opponent's hand.",,,
OG_273,PALADIN,SPELL,Stand Against Darkness,5,,,COMMON,,TRUE,,OG,Summon five 1/1 Silver Hand Recruits.,"Or if you're too tired, you can just kind of lean against the darkness.",,
XXX_112,NEUTRAL,SPELL,Fill Deck,0,,,COMMON,,,,CHEAT,Fill target hero's deck with random cards.,,,
AT_110,NEUTRAL,MINION,Coliseum Manager,3,2,5,RARE,,TRUE,,TGT,<b>Inspire:</b> Return this minion to your hand.,Meets monthly with the gladiators to discuss career goals.,,
LOE_115a,DRUID,SPELL,Raven Idol,0,,,COMMON,,,,LOE,<b>Discover</b> a minion.,,,
OG_271,NEUTRAL,MINION,Scaled Nightmare,6,2,8,EPIC,,TRUE,DRAGON,OG,"At the start of your turn, double this minion's Attack.",I like it because it scales.,,
GVG_014,PRIEST,MINION,Vol'jin,5,6,2,LEGENDARY,,TRUE,,GVG,<b>Battlecry:</b> Swap Health with another minion.,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",Swap Health.,
LOEA16_8a,NEUTRAL,ENCHANTMENT,Putressed,,,,,,,,LOE,Attack and Health swapped.,,,
EX1_245,SHAMAN,SPELL,Earth Shock,1,,,COMMON,,TRUE,,EXPERT1,"<b>Silence</b> a minion, then deal $1 damage to it.","Earth Shock? Shouldn't it be ""Azeroth Shock""?",,
OG_104,PRIEST,SPELL,Embrace the Shadow,2,,,EPIC,,TRUE,,OG,"This turn, your healing effects deal damage instead.",For when your Auchenai Soulpriests call in sick.,,
EX1_316e,WARLOCK,ENCHANTMENT,Power Overwhelming,,,,,,,,EXPERT1,"This minion has +4/+4, but will die a horrible death at the end of the turn.",,,
CFM_621t3,NEUTRAL,SPELL,Stonescale Oil,1,,,,,,,GANGS,Gain 4 Armor.,,,
TU4e_003,NEUTRAL,MINION,Naga Myrmidon,1,1,1,COMMON,,,,MISSIONS,<b></b>,,,
FP1_005,NEUTRAL,MINION,Shade of Naxxramas,3,2,2,EPIC,,TRUE,,NAXX,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,,
NEW1_036,WARRIOR,SPELL,Commanding Shout,2,,,RARE,,TRUE,,EXPERT1,Your minions can't be reduced below 1 Health this turn. Draw a card.,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",,
CS2_161,NEUTRAL,MINION,Ravenholdt Assassin,7,7,5,RARE,,TRUE,,EXPERT1,<b>Stealth</b>,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",,
AT_120,NEUTRAL,MINION,Frost Giant,10,8,8,EPIC,,TRUE,,TGT,Costs (1) less for each time you used your Hero Power this game.,Don't ask him about the beard.  JUST DON'T.,,
OG_080,ROGUE,MINION,"Xaril, Poisoned Mind",4,3,2,LEGENDARY,,TRUE,,OG,<b>Battlecry and Deathrattle:</b> Add a random Toxin card to your hand.,It's basically your own fault if you go around drinking weird green potions handed out by creepy mantid dudes.,,
BRM_025,NEUTRAL,MINION,Volcanic Drake,6,6,4,COMMON,,TRUE,DRAGON,BRM,Costs (1) less for each minion that died this turn.,Volcanic Drakes breathe lava instead of fire. The antacid vendor at Thorium Point does a brisk business with them.,,
NAX9_02H,NEUTRAL,MINION,Lady Blaumeux,3,2,7,LEGENDARY,,,,NAXX,Your hero is <b>Immune</b>.,,,
NEW1_032,HUNTER,MINION,Misha,3,4,4,COMMON,,,BEAST,CORE,<b>Taunt</b>,,,
EX1_573,DRUID,MINION,Cenarius,9,5,8,LEGENDARY,,TRUE,,EXPERT1,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",,
AT_079,PALADIN,MINION,Mysterious Challenger,6,6,6,EPIC,,TRUE,,TGT,<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.,"He may sound surly and antisocial, but he's actually just really shy.",,
CRED_08,NEUTRAL,MINION,Ben Brode,3,4,1,LEGENDARY,,,,CREDITS,Your volume can't be reduced below maximum.,,,
TB_SPT_DPromoSecret9e,NEUTRAL,ENCHANTMENT,Knowledge,,,,,,,,TB,Costs (1).,,,
GVG_006,NEUTRAL,MINION,Mechwarper,2,2,3,COMMON,,TRUE,MECHANICAL,GVG,Your Mechs cost (1) less.,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,,
TB_SPT_DPromoSecret5,WARRIOR,SPELL,Visions of the Amazon,2,,,,,,,TB,"<b>Secret:</b> When your opponent summons a minion with <b>Battlecry</b>, Summon a Mirror Image for both players.",,,
EX1_080o,NEUTRAL,ENCHANTMENT,Keeping Secrets,,,,,,,,EXPERT1,Increased stats.,,,
EX1_354,PALADIN,SPELL,Lay on Hands,8,,,EPIC,,TRUE,,EXPERT1,Restore #8 Health. Draw? cards.,A grammatically awkward life saver.,,
OG_051e,DRUID,ENCHANTMENT,Forbidden Power,,,,,,,,OG,Increased stats.,,,
TB_CoOpv3_001,NEUTRAL,SPELL,Glorious Finale,0,,,,,,,TB,The true battle begins....,,,
CFM_621t37,NEUTRAL,SPELL,Ichor of Undeath,1,,,,,,,GANGS,Summon a friendly minion that died this game.,,,
NAX8_02,NEUTRAL,HERO_POWER,Harvest,2,,,,,,,NAXX,"<b>Hero Power</b>
Draw a card.",,,
AT_039,DRUID,MINION,Savage Combatant,4,5,4,RARE,,TRUE,BEAST,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,,
EX1_308,WARLOCK,SPELL,Soulfire,1,,,COMMON,,TRUE,,CORE,"[x]Deal $4 damage.
Discard a random card.",Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,,
EX1_531,HUNTER,MINION,Scavenging Hyena,2,2,2,COMMON,,TRUE,BEAST,EXPERT1,"Whenever a friendly Beast dies, gain +2/+1.","Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything.  Even Brussels sprouts.",,
FP1_020,PALADIN,SPELL,Avenge,1,,,COMMON,,TRUE,,NAXX,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.","Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",,
CFM_712_t23,NEUTRAL,MINION,Jade Golem,10,23,23,,,,,GANGS,,,,
KARA_05_01h,NEUTRAL,HERO,Big Bad Wolf,,,20,COMMON,,,,KARA,,,,
NAX6_02,NEUTRAL,HERO_POWER,Necrotic Aura,2,,,,,,,NAXX,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",,,
KARA_12_01H,MAGE,HERO,Shade of Aran,,,30,,,,,KARA,,,,
LOEA16_18H,NEUTRAL,MINION,Zinaar,10,10,10,LEGENDARY,,,,LOE,"At the end of your turn, gain a wish.",,,
NAX4_04H,NEUTRAL,HERO_POWER,Raise Dead,0,,,,,,,NAXX,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 5/5 Skeleton.",,,
AT_115e,NEUTRAL,ENCHANTMENT,Fencing Practice,,,,,,,,TGT,Your Hero Power costs (2) less.,,,
TB_KaraPortals_003,NEUTRAL,MINION,Party Elemental,3,3,2,,,,,TB,,,,
OG_188e,NEUTRAL,ENCHANTMENT,Amber Carapace,,,,,,,,OG,+5 Health.,,,
TU4f_003,NEUTRAL,MINION,Shado-Pan Monk,2,2,2,COMMON,,,,MISSIONS,,,,
CFM_649,NEUTRAL,MINION,Kabal Courier,3,2,2,RARE,,TRUE,,GANGS,"<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.","Hey, you park your kodo under a harpy nest, you get what you deserve.",,
